% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,% Silica Concentrate
"59,55","8,45","3261,75","272,699","377,2328704819","9,80173","1,59706","299,453","298,863","302,332","4,1"
"48,81","25,31","3230,52","424,251","379,423","10,1242","1,69223","300,876","300,994","299,439","1,71"
"56,57","13,47","518,5801183879","290,2482611132","380,2429430966","9,16598","1,5273120717","250,803","254,431","251,45","1,68"
"57,17","10,91","1748,01","520,078","405,04","9,68311","1,73576","219,335","223,238","218,532","1,69"
"57,46","10,8","1116,01552","259,177","379,0994","10,0872","1,5202370871","299,551","250,421","301,433","2,08"
"56,08","14,93","4161,41","393,759","401,403","9,90432","1,5200456164","249,577","249,678","249,574","3,068121547"
"64,03","6,26","3692,85","481,166","398,033","9,65316","1,68019","251,754","250,691","250,132","0,99"
"50,03","24,09","2414,4","501,971","397,073","9,34403","1,75769","249,608","250,036","249,81","2,17"
"64,03","6,26","3408,21","474,872","397,076","9,75526","1,64664","298,078","296,922","301,167","1,11"
"64,03","6,26","2320,97","465,349","399,38","9,97634","1,70686","299,927","245,678","299,205","2,29"
"64,03","6,26","3454,45","551,141","396,385","9,44417","1,66664","297,951","244,781","301,685","3,9625305216"
"55,71","13,95","5923,44","602,668","398,131","10,4961","1,73499","299,547","299,263","298,992","1,43"
"57,46","10,8","4178,34","512,971","409,708","10,0715","1,70483","301,274","305,451","302,655","1,87"
"64,03","6,26","3358,67","449,313","408,293","9,92858","1,60491","299,825","298,065","301,183","3,6371191136"
"59,72","9,22","649,4845869822","539,392","401,508","9,60575","1,75211","176,9391878507","181,1885768002","180,4305009833","2,27"
"56,65","13,99","2549,59","544,74","398,792","9,71727","1,74288","250,366","254,911","249,405","1,3"
"57,91","10,54","2891,6","346,7172951065","395,9254157303","9,03729","1,5350248723","252,045","248,416","251,497","1,68"
"45,38","30,9","646,4973901447","333,7491369939","409,8917534247","9,94383","1,520146","300,036","300,32","299,117","1,09"
"56,41","14,53","4046,47","487,129","403,288","9,5379","1,66159","250,41","254,019","250,579","4,19"
"45,6","29,92","2120,1979418027","534,7391058748","412,0306442997","10,6878","1,6418532549","298,871","299,637","302,783","1,32"
"57,46","10,8","5067,69","519,606","396,396","10,091","1,70667","249,718","245,009","247,854","2,17"
"55,3","15,26","1911,33","441,081","391,357","9,86126","1,70583","250,232","253,125","249,036","1,82"
"55,4","16,83","2911,75","578,048","401,8","10,021","1,70067","300,383","296,665","301,139","1,23"
"53,51","16,52","2686,56","579,828","398,941","10,3069","1,77646","249,954","250,897","250,175","5,09"
"50,22","23,8","1797,57","583,587","404,18","9,55647","1,80752","250,126","248,83","251,081","3,93"
"48,81","25,31","3961,5523076923","393,887","383,5917147887","9,97131","1,58821","298,006","295,619","300,785","1,66"
"48,81","25,31","2948,64375","366,405","384,2355070423","9,87828","1,59772","298,953","297,073","301,131","1,66"
"51,74","23,27","2053,96","441,533","406,611","10,2563","1,58194","299,962","300,862","302,344","2,89"
"53,43","17,09","1022,9698375","387,523","403,851","9,41068","1,74273","249,4","250,354","247,835","2,27"
"49,69","26,68","4035,46","534,087","403,362","9,63632","1,72632","300,136","303,8","299,288","3,27"
"57,41","11,81","2102,36","533,001","400,124","9,58474","1,77442","250,472","250,327","248,747","2,74"
"64,03","6,26","2821,09","492,454","401,12","9,1051","1,60055","299,973","251,146","302,17","1,46"
"57,46","10,8","130,797","545,401","412,5926678636","10,3109","1,70789","299,487","248,942","299,658","2,08"
"59,48","9,1","3671,69","607,093","392,902","10,5022","1,73491","250,269","248,434","252,491","1,5"
"64,03","6,26","2666,61","393,638","400,826","10,1471","1,68239","300,934","300,247","299,434","1,53"
"64,03","6,26","841,1569565217","357,145","399,598","10,2567","1,6318","299,471","301,688","301,425","1,12"
"64,03","6,26","3414,37","553,684","398,097","9,45177","1,67185","298,967","248,155","298,828","3,9572697003"
"48,81","25,31","2860,26","575,369","405,253","10,1703","1,67229","299,492","247,181","301,708","2,95"
"49,08","26,83","4300,5","572,103","401,563","9,34948","1,69524","299,414","294,58","300,952","1,63"
"59,87","9,99","1526,1353157895","631,139","393,469","9,74005","1,77167","299,706","300,296","297,948","4,0295567867"
"64,03","6,26","2943,9","411,987","399,609","9,88574","1,7149","300,129","247,168","300,73","1,44"
"57,54","11,23","2234,38","557,198","398,375","9,82726","1,76676","249,806","251,105","250,422","1,33"
"64,03","6,26","3621,57","431,185","399,702","10,2459","1,65102","298,548","295,712","300,506","1,65"
"64,03","6,26","3873,71","544,614","397,059","10,0069","1,66792","299,645","304,128","298,67","4,4621775312"
"52,61","20,24","1171,32","442,888","404,798","9,60051","1,65334","249,829","249,816","250,488","2,54"
"59,72","9,22","477,8301704142","541,233","395,043","9,49767","1,74535","176,9197509149","181,3077766036","180,5646902655","2,27"
"49,36","25,87","3365,59","537,656","395,546","8,99756","1,65309","298,961","305,947","302,853","1,83"
"55,53","13,32","5409,86","581,832","379,188","9,86621","1,74846","299,328","302,104","298,189","5,27"
"60,4","8,69","4237,74","623,371","395,215","9,72906","1,75023","300,464","298,995","301,492","4,36"
"51,34","23,16","3965,03","536,302","376,7492419355","9,80376","1,80787","300,26","302,556","299,962","5,3397642164"
"52,67","17,88","3482,98","577,954","400,689","9,40038","1,69324","299,137","301,265","301,662","3,44"
"51,74","23,27","1986,97","503,561","398,572","10,421","1,67985",299,"295,201","302,253","1,24"
"64,03","6,26","2978,86","288,4614285714","399,7829285714","9,84797","1,6744333333","300,366","298,099","298,527","1,85"
"56,41","14,53","3055,79","439,221","408,682","9,28802","1,60859","249,996","250,223","251,473","2,27"
"55,17","14,35","1883,2","555,584","403,178","9,6958","1,75658","250,249","248,114","249,321","4,24"
"56,08","14,93","3435,7289473684","514,346","399,23","10,0418","1,69963","249,365","249,241","249,52","4,48"
"56,96","12,49","4013,1","559,929","395,105","9,47771","1,67364","299,028","298,95","298,582","1,45"
"64,03","6,26","3682,88","506,194","396,869","9,59944","1,70017","249,993","252,025","248,513","3,6966219343"
"64,03","6,26","4084,74","287,1332142857","402,8168571429","9,84621","1,6536166667","300,174","297,07","301,3","1,85"
"64,03","6,26","4215,91","377,197","397,266","9,95801","1,63237","297,949","305,2","301,025","1,44"
"56,42","13,11","1960,48","576,237","405,42","9,89951","1,78423","249,876","248,12","252,972","2,7996132597"
"59,48","8,53","2643,09","430,264","377,268","9,41892","1,7393","299,927","296,631","298,659","1,27"
"64,03","6,26","4462,49","453,095","393,162","10,1512","1,64628","299,487","306,162","300,691","1,39"
"57,35","12,27","3504,69","480,042","393,267","9,98518","1,7404","249,851","251,093","249,39","2,46"
"54,16","15,82","3610,13","518,207","379,011","9,88658","1,70555","301,197","301,885","298,159","1,67"
"52,61","20,24","4269,85","516,75","395,728","9,71752","1,72609","249,625","248,103","249,382","4,77"
"54,38","17,41","2081,08","578,393","400,268","9,59287","1,78265","250,11","250,708","249,609","4,2192115491"
"64,03","6,26","1626,16","380,363","402,576","9,76543","1,64342","299,862",299,"299,345","1,19"
"64,03","6,26",4046,"389,49","404,169","9,54639","1,62516","251,367","248,047","250,269","1,82"
"56,57","13,47","403,2169517212","273,2131497945","381,3570648434","9,21119","1,5249853377","196,3837932011","186,1786991643","221,3905714286","1,68"
"48,81","25,31","3151,33","443,846","380,848","9,74476","1,66027","299,407","304,499","302,145",2
"56,58","14,66","3726,56","532,227","398,438","9,71786","1,72849","248,511","247,412","247,632","4,441054823"
"57,46","10,8","1497,6","672,831","417,9396701031","10,0199","1,71483","299,86","250,736","299,2","2,08"
"48,81","25,31","2943,48","403,866","377,358173913","9,9507","1,6642","298,992","300,654","298,962","1,25"
"48,81","25,31","2335,25","474,622","378,341","9,63876","1,68457","299,838","305,265","301,334","1,54"
"64,03","6,26","3652,35","530,413","403,209","10,0662","1,75874","295,129","299,367","299,674","1,43"
"58,54","10,1","3564,45","472,656","397,471","9,63519","1,74728","249,785","248,687","248,159","1,41"
"64,03","6,26","3050,24","530,783","399,157","9,87182","1,71959","299,863","298,109","298,748","1,73"
"64,46","2,77","2488,12","443,916","377,4214112903","9,04592","1,67912","300,059","297,151","298,298","1,51"
"57,46","10,8","4141,47","606,938","404,332","9,98296","1,72265","250,605","249,156","249,053","2,03"
"52,58","20,42","3401,12","636,393","417,708","9,71688","1,78046","299,721","298,458","296,659","2,17"
"53,54","18,74","2319,75","515,137","407,8222776911","9,75177","1,61565","249,829","249,39","250,049","3,7241702653"
"64,03","6,26","2044,92","445,361","398,685","9,52841","1,57485","300,366","247,593","302,797","1,01"
"58,87","9,27","4315,9","537,076","388,048","10,196","1,68564","251,355","247,572","249,131","1,98"
"46,21","30,37","4740,79","559,79","404,429","9,8633","1,72574","302,126","300,979","298,828","1,16"
"64,03","6,26","3240,59","558,472","395,215","10,0172","1,68215","300,806","303,223","299,487","1,94"
"44,7","30,14","3062,2","543,845","377,057","9,62771","1,70039","298,389","304,932","217,4731324864","4,5731089521"
"51,3","24,52","2871,09","447,388","393,457","9,64324","1,63779","250,029","250,488","251,327","2,15"
"64,03","6,26","3324,22","332,267","399,912","9,9406","1,55919","298,403","298,233","299,743","1,32"
"56,43","13,32","2036,54","400,347","402,467","8,99917","1,69058","250,995","256,343","247,479","2,26"
"52,12","21,39","4065,48","508,249","379,375","9,84873","1,73732","300,189","307,667","302,095","1,16"
"52,61","20,24","3805,99","521,131","410,3422446657","9,52253","1,64521","249,743","251,948","248,95","1,87"
"48,81","25,31","5857,35","297,164","386,4942","9,8913","1,63227","298,934","203,77","298,999","2,82"
"52,25","19,12","5128,19","562,654","399,608","10,1799","1,70643","293,842","297,223","299,455","1,68"
"57,46","10,8","3898,25","462,134","394,194","10,0956","1,70257","301,459","246,546","301,615","1,56"
"52,8","22,02","3015,01","528,081","401,046","10,1924","1,74447","298,795","291,075","297,224","1,09"
"48,81","25,31","2499,1","397,538","379,1551171429","9,62609","1,67272","297,575","294,118","298,035","1,56"
"48,81","25,31","3108,48","638,428","409,886","9,76787","1,75114","300,866","300,304","299,192","4,04"
"55,66","14,66","2948,93","516,333","399,539","9,71049","1,71108","249,68","251,508","249,557","3,96"
"56,76","13,34","5384,09","496,792","402,048","10,1066","1,71409","299,927","302,212","301,722","1,27"
"53,12","21,26","2139,29","541,148","400,325","9,67683","1,73631","299,679","299,021","299,789","2,44"
"52,58","20,42","5613,06","689,398","416,4738378378","9,92791","1,74862","299,258","293,465","298,828","1,58"
"57,37","13,06","1796,55","275,3932434368","400,0570955056","9,35939","1,5287219753","199,965","199,551","201,709","1,1"
"47,9","28,59","3946,15","465,008","380,7338695652","9,72691","1,64637","299,487","306,554","301,245","1,24"
"51,74","23,27","512,686","420,251","403,226","10,181","1,58795","300,197","299,373","302,116","2,24"
"47,24","26,08","621,8456521739","517,666","376,4363333333","8,7538097535","1,69964","299,447","302,703","301,214","4,07"
"53,41","18,37","3939,19","588,897","415,7591428571","10,036","1,71977","300,273","292,056","299,834","1,65"
"64,03","6,26","4878,91","560,913","405,762","10,2713","1,67045","256,86","252,466","249,609","1,95"
"51,27","22,72","3420,22","603,926","401,213","9,67851","1,7301","300,284","303,335","301,429","1,43"
"59,83","7,56","3672,77","623,902","415,5049514563","9,25351","1,69733","300,117","295,495","297,86","1,66"
"61,38","8,4","2695,02","552,429","403,711","9,60278","1,75044","200,171","195,806","198,435","3,91"
"56,65","14,83","2962,9","462,363","404,893","9,38585","1,631","250,59","249,798","250,959","2,22"
"45,6","29,92","2164,4694444445","310,7721904762","407,2482765957","10,7903","1,5824545455","300,35","302,762","302,14","1,32"
"45,6","29,92","2095,6357700497","565,7128599096","412,7901687296","10,6877","1,6283418824","300,586","300,035","298,555","1,32"
"55,6","13,79","2179,77","520,015","398,423","9,85774","1,62132","249,393","252,249","248,078","3,07"
"53,35","19,55","1641,31","551,17","404,601","9,68284","1,73957","250,521","249,048","251,367","3,7"
"57,46","10,8","4546,67","466,665","401,864","10,5579","1,6805","248,625","297,591","297,711","4,57"
"64,03","6,26","3459,99","521,945","396,144","10,011","1,74705","301,608","306,105","298,887","1,43"
"47,05","28,14","4364,1","459,502","397,467","10,3965","1,68634","299,549","304,983","297,887","1,23"
"54,38","17,41","2366,8","565,506","404,869","9,82345","1,77167","250,123","221,154","249,315","2,88"
"56,76","13,34","505,1730526316","449,182","393,591","10,3587","1,69779","250,042","250,502","250,582","1,58"
"49,08","26,83","5037,76","602,649","401,921","9,34382","1,73383","299,449","303,532","300,253","1,63"
"48,81","25,31","2971,32","416,596","377,142","10,2731","1,70836","298,594","248,773","304,047","0,6"
"59,72","9,22","715,098","554,112","393,373","9,73497","1,75633","176,9945408636","180,8491164905","180,0483532448","1,99"
"49,35","24,9","2808,59","304,3690769231","409,0630909091","9,60629","1,57118","249,627","248,397","249,231","2,08"
"52,8","22,02","3608,03","428,467","400,607","10,4349","1,69841","300,363","303,653","299,704","3,17"
"57,46","10,8","2068,28","520,655","406,275","9,7898","1,74098","251,715","251,413","250,525","2,19"
"53,83","20,95","4024,56","399,277","399,537","9,93548","1,70584","300,713","298,9","302,437","2,55"
"55,9","14,26","1844,56","398,372","401,181","9,59298","1,72922","249,092","252,83","249,098","2,28"
"56,2","13,03","2949,18","599,212","397,048","9,34247","1,7095","299,515","300,929","301,739","1,42"
"58,54","10,1","4048,05","521,362","400,283","9,51238","1,70282","251,279","251,06","251,653","1,73"
"54,56","17,66","2546,88","520,63","392,285","9,24678","1,73741","250,488","246,533","250,516","1,71"
"59,83","7,56","3759,36","538,801","414,5085333333","9,15141","1,69386","300,65","297,623","296,936","1,66"
"57,46","10,8","4031,18","549,103","404,403","10,3985","1,71777","248,377","298,181","297,061","3,49"
"55,1","15,95","2225,01","610,198","379,261","9,84095","1,72404","298,894","297,187","298,884","4,4878947368"
"64,46","2,77","2672,47","454,074","377,585516129","9,01331","1,72053","301,051","300,723","303,386","1,51"
"55,64","15,32","928,2842","522,321","387,012","9,26307","1,6616","299,008","297,526","301,605","4,1525416204"
"64,03","6,26","3332,43","597,446","404,756","10,215","1,72316","298,881","258,24","303,242","2,81"
"55,89","16,46","3833,98","472,063","406,103","9,70133","1,72359","298,928","296,548","297,576","1,25"
"52,28","19,47","773,15356","512,332","399,415","9,48071","1,62949","299,897","298,374","299,927","1,69"
"51,62","19,01","910,7375","678,459","417,5191290323","9,98352","1,72865","299,331","298,106","302,594","4,5351264651"
"56,64","13,52","254,3661438936","249,3464502924","397,444","10,3868","1,5202703564","299,927","295,469","297,547","3,14"
"64,03","6,26","1695,761319797","243,0023634085","395,801","9,34201","1,5223182394","298,645","255,954","299,963","1,9"
"49,85","21,61","3088,12","605,936","403,039","9,97575","1,71171","298,932","300,315","302,505","4,14"
"55,3","15,26","2077,31","391,827","399,987","9,55979","1,68436","249,612","247,274","251,152","1,04"
"55,73","14,36","5512,57","563,45","402,722","10,8072143541","1,68397","300,197","295,735","300,111","3,03"
"57,46","10,8","48,2399","459,885","399,385","10,4256","1,68754","249,829","247,326","249,95","1,49"
"62,51","6,85","3434,91","563,287","385,963","9,1276","1,72601","299,931","305,292","298,612","2,51"
"57,47","13,41","3552,8","521,784","398,435","10,3179","1,6853","299,561","296,926","297,657","3,2"
"54,4","18,52","4357,19","439,927","376,344","9,45342","1,71522","300,993","301,416","300,477","1,29"
"53,35","18,8","661,878230303","679,258","403,4818779343","9,96207","1,76029","299,813","301,056","301,685","1,77"
"59,48","9,1","3625,72","511,987","403,594","10,1914","1,69235","250,287","254,681","249,161","1,14"
"53,64","19,08","2401,84","590,928","405,046","9,89415","1,78668","299,3","299,334","299,117","2,28"
"58,54","10,1","2888,7877142857","509,338","406,67","9,5441","1,70971","250,708","250,291","251,389","1,73"
"64,03","6,26","4141,56","539,862","401,188","10,0216","1,65501","300,723","304,653","299,788","1,74"
"56,47","13,93","2176,69","666,854","418,2444","9,86533","1,81739","300,012","303,827","299,07","2,7"
"49,91","24,49","3139,86","569,97","401,367","9,65488","1,7474","298,663","297,163","298,047","3,17"
"54,14","14,69","1750,7","476,763","377,69264","8,9983","1,6275","299,831","297,574","298,378","3,74"
"52,58","20,42","1451,87625","578,909","380,519","9,70158","1,73608","300,04","296,014","300,579","1,72"
"64,03","6,26","4352,62","487,247","400,205","9,84018","1,63716","299,237","298,15","298,016","1,92"
"56,39","13,53","2347,06","427,294","392,843","9,81913","1,7618","249,711","250,156","248,398","1,08"
"56,45","13,57","2346,99","430,938","396,726","9,96519","1,75044","249,899","247,86","248,95","3,1"
"64,03","6,26","1327,6427108434","244,7576835443","396,929","9,65228","1,5206111818","299,581","300,677","300,265","1,43"
"57,91","10,54","2297,46","355,5995823683","395,3264216867","9,01873","1,71372","255,756","249,099","250,784","1,68"
"48,05","28,54","258,1513133674","402,2904101563","380,9269876033","8,8965591608","1,5202482284","177,7246860528","194,9746572193","220,6221774452","4,1534684221"
"64,03","6,26","3671,15","597,144","405,3116750789","9,66438","1,73366","249,788","251,288","251,541","5,1637069922"
"55,78","12,85","1622,89415715","421,176","396,229","9,61771","1,53629","297,872","294,047","299,086","2,2"
"49,69","26,68","2456,01208","522,875","397,722","9,6062","1,71493","299,763","299,571","298,702","3,09"
"57,46","10,8","2857,77","660,072","394,061","10,2626","1,71935","296,535","246,368","299,968","2,97"
"57,46","10,8","4280,65","599,212","404,609","10,2372","1,70681","250,269","248,187","248,46","1,82"
"57,46","10,8","3503,73","563,501","393,551","10,1466","1,71154","299,584","249,24","298,055","1,52"
"50,7","23,17","1437,029","416,134","402,67","9,4221","1,58796","298,825","303,729","301,824","3,61"
"48,81","25,31","4185,46","409,456","381,101","10,1068","1,69224","298,767","299,144","301,21","1,01"
"55,8","15,46","3354,88","588,831","402,327","10,0141","1,71923","299,308","293,505","297,815","2,23"
"57,8","10,71","4721,94","518,711","378,704","9,6214","1,71494","298,907","301,308","301,418","1,23"
"64,03","6,26","3154,91","464,512","402,384","9,76891","1,6355","251,138","249,529","251,09","1,81"
"52,92","19,99","1791,02","353,488","416,662","9,352","1,58467","300,224","300,565","298,385","5,03"
"64,03","6,26","666,5147474932","600,1064257768","389,9995046512","9,77711","1,5216872422","300,765","253,883","301,245","3,36"
"64,03","6,26","1145,9031626506","381,724","398,399","10,0624","1,636","298,927","304,134","297,617","1,76"
"53,48","20,98","2024,38","512,052","397,98","9,49395","1,73389","300,305","295,826","297,913","1,24"
"57,46","10,8","1777,9158333333","540,141","377,75","10,012","1,72608","300,279","253,402","298,559","2,08"
"58,19","10,84","3492,97","484,550375","392,212","8,88544","1,62582","250,159","252,466","251,257","1,01"
"54,4","18,52","3376,03","456,474","380,002","9,34551","1,72371","298,984","304,333","297,773","1,29"
"48,81","25,31","2941,81","444,699","379,759","9,80294","1,69142","299,487","300,555","299,908","1,29"
"51,62","19,01","3613,69","574,623","389,069","10,0544","1,73056","299,268","297,668","297,001","3,5394262801"
"56,42","12,99","3635,94","418,274","399,844","10,115","1,749","251,895","252,883","251,763","1,94"
"64,03","6,26","2688,58","498,286","391,406","9,83145","1,63979","299,698","306,025","301,643","1,16"
"55,69","15,18","2814,56","602,615","399,552","9,8349","1,72672","299,934","302,911","300,267","1,53"
"52,9","18,04","2922,26","487,748","384,3792105263","9,80978","1,73533","300,15","304,646","301,919","1,96"
"58,81","7,44","3414,98","504,295","386,915","8,7533735612","1,74454","299,84","299,75","297,86","1,29"
"57,01","12,91","2414,61","387,811","398,828","9,45107","1,70479","248,377","253,636","249,829","1,65"
"56,02","13,51","3087,89","482,472","379,9093595506","8,7537473312","1,71628","299,688","295,947","299,221","3,66"
"52,58","18,63","3226,52","263,976","400,343","9,54372","1,5205161111","300,257","301,025","297,29","2,09"
"57,46","10,8","3808,47","559,474","379,2775","10,391","1,72719","299,779","300,593","300,37","2,08"
"56,22","14,28","2405,78","563,766","396,606","9,82047","1,76818","250,362","249,615","248,725","3,5660387812"
56,"13,81","3489,44","506,967","400,225","9,62235","1,72277","300,411","307,288","299,608","1,02"
"49,36","25,87","3576,38","519,759","397,882","9,30097","1,63676","299,629","296,592","297,432","2,4"
"64,03","6,26","2381,98","397,702","404,427","9,4718","1,53371","300,452","248,463","298,475","1,66"
"56,45","13,57","2286,32","458,48","382,3732","9,67069","1,68773","249,749","255,884","251,507","1,28"
"52,61","20,24","3640,96","486,04","415,83112","9,53271","1,59538","250,169","250,625","250,636","1,73"
"54,91","14,99","2591,46","480,203","377,135","9,82584","1,71474","298,828","299,371","300,625","1,72"
"48,81","25,31","2735,26","379,177","386,629","10,1685","1,70238","298,094","299,915","298,298","1,26"
"60,66","8,25","3226,56","329,59","401,66","10,0344","1,72069","250,488","186,987","250,488","4,14"
"53,88","17,51","4799,17","576,381","399,12","10,0663","1,70147","300,192","297,203","302,133","1,63"
"57,46","10,8","281,784","557,745","391,094","10,2234","1,66696","300,292","300,933","298,389","4,3234257975"
"64,03","6,26","4330,91","401,714","397,82","10,4438","1,70825","299,469","297,491","298,48","1,13"
"56,96","12,49","3387,81","614,509","390,676","9,00509","1,74406","300,041","293,029","300,72","2,54"
"60,56","6,92","2278,23","384,783","377,804","9,19712","1,70126","299,368","294,283","300,115","2,68"
"59,55","8,45","2941,43","290,641","380,7182834646","9,80393","1,66368","301,216","299,344","298,007","1,57"
"64,03","6,26","4035,38","373,12","404,168","10,4536","1,65103","300,955","304,762","299,786","1,53"
"49,56","24,2","731,5013846154","455,749","381,075","9,68554","1,60565","299,946","291,487","301,904","3,26"
"58,62","10,22","2739,22","448,591","385,278","9,54263","1,72539","299,784","298,862","302,373","1,01"
"59,48","9,1","4443,25","491,333","401,598","10,1505","1,66974","249,413","254,35","249,518","1,14"
"55,45","16,76","2193,66","534,149","400,693","10,112","1,72332","299,46","301,564","299,048","2,06"
"55,37","16,51","4179,69","553,627","417,365921875","10,1096","1,69266","298,894","303,888","298,914","2,15"
"55,53","13,32","3659,46","579,505","411,3012807018","10,1018","1,72047","300,57","296,089","298,27","1,35"
"64,03","6,26","3136,92","481,687","400,849","10,1198","1,68404","299,686","301,723","299,814","1,69"
"55,99","17,16","3661,72","440,918","395,391","10,3325","1,74322","252,751","251,389","248,555","1,12"
"57,46","10,8","1012,8628","360,513","377,6147938144","9,99839","1,59019","300,087","249,005","301,35","2,08"
"52,25","19,12","5165,69","537,441","399,434","10,2205","1,67419","302,75","303,583","302,124","1,67"
"61,38","8,4","2646,48","547,502","405,448","9,60633","1,74524","199,952","197,947","200,819","4,01"
"59,83","7,56","3220,8","592,698","417,4192553191","9,50727","1,71262","301,07","300,283","299,338","2,22"
"51,94","20,94","2232,03","483,715","402,63","9,60258","1,6537","299,753","299,729","301,957","2,54"
"49,08","26,83","5128,98","734,9103983402","399,4978715596","9,97642","1,71379","297,411","297,165","298,976","3,11"
"53,64","19,08","2352,64","450,694","404,001","10,0478","1,70652","298,171","299,477","298,815","2,74"
"49,06","23,19","4838,51","671,047","403,2548106312","10,3771","1,70669","300,315","298,725","300,883","1,16"
"56,91","12,62","2274,74","491,294","399,316","9,74293","1,74805","250,269","246,303","248,777","4,14"
"64,03","6,26","1052,854","492,114","395,112","9,92561","1,67014","249,625","251,668","251,658","3,938066633"
"52,61","20,24","3498,05","244,9781875","400,955","9,28081","1,5204651011","250,488","254,3","252,067","2,4"
"48,05","28,54","318,1110357926","458,0996060268","379,1792396694","9,2843442471","1,5202979063","178,5484114163","203,4607860963","226,2329246392","4,0393807858"
"54,56","17,66","2166,02","522,1","400,006","9,34427","1,72109","250,94","254,561","250,928","2,18"
"64,03","6,26","3620,81","525,275","403,489","10,1633","1,74163","301,915","250,531","299,589","1,25"
"52,75","18,87","2619,5","560,375","404,027","9,29252","1,75413","252,255","256,483","251,683","2,6209944751"
"50,75","20,45","4031,25","627,644","398,209","9,87904","1,76419","299,317","300,12","301,49","2,22"
"64,03","6,26","3792,24","605,964","394,128","9,92747","1,73691","299,834","302,216","300,032","2,7"
"49,76","24,21","1905,46","552,229","399,305","9,32969","1,75044","249,609","249,659","252,055","3,1402209945"
"53,12","21,26","427,636","552,626","403,242","9,80478","1,76054","299,971","301,685","300,718","2,76"
"56,22","14,28","4143,22","459,084","415,8039354839","10,4098","1,58815","250,421","248,279","248,95","2,13"
"48,81","25,31","3567,84","571,378","417,964084399","9,82416","1,70893","300,279","297,195","301,896","1,22"
"49,93","22,49","3081,31","571,994","404,792","9,14486","1,71526","297,623","293,9","300,743","1,04"
"64,03","6,26","3733,37","486,256","403,761","10,2505","1,76435","300,524","296,358","301,498","1,19"
"64,03","6,26","2851,49","471,218","401,443","9,34131","1,63586","249,613","246,734","248,726","2,4395187413"
"57,66","10,39","4266,08","538,64","404,535","9,5101","1,71509","250,488","248,202","249,129","3,87"
"46,76","27,94","3246,55","550,604","397,859","9,95508","1,7461","301,089","304,092","299,337","2,3"
"64,03","6,26","731,1795","578,861","397,812","9,71837","1,70933","299,499","245,227","301,916","2,26"
"52,78","17,22","2857,1","469,857","402,856","9,74498","1,70472","250,385","249,381","251,958","1,02"
"45,38","30,9","926,4339538879","595,53","400,894","9,89379","1,7398","299,927","305,786","302,147","1,09"
"48,81","25,31","3028,8","276,165","379,3010066667","9,78817","1,60957","300,366","303,885","299,332","1,7"
"54,56","17,66","2171,45","521,429","401,142","9,34333","1,72134","251,367","250,726","250,624","2,18"
"46,57","27,31","2720,88","444,769","378,5073636364","9,83455","1,57651","300,146","301,358","301,061","2,41"
"48,81","25,31","2979,08","369,128","379,6502650602","10,1401","1,68054","300,48","297,353","300,431","2,05"
"64,03","6,26","4178,15","473,529","403,297","10,0967","1,59847","300,192","296,813","301,539","2,44"
"49,91","24,49","3651,02","554,204","395,229","9,91387","1,69221","301,024","306,513","299,927","1,26"
"52,92","19,99","2473,6","536,297","398,634","9,44177","1,73755","300,656","306,027","301,146","2,25"
"64,03","6,26","3117,72","387,536","396,732","9,37979","1,6282","250,355","250,489","249,079","1,25"
"56,08","14,93","3410,16","541,196","398,96","9,99791","1,73831","250,202","253,173","249,246","3,16"
"52,58","18,63","313,2083913043","243,4263142857","396,965","9,42081","1,5207226667","296,742","297,076","300,25","1,47"
"54,95","17,4","4054,69","590,21","400,781","9,99112","1,76","252,158","250,62","251,016","1,73"
"57,01","12,91","1619,27","338,015","401,362","9,07016","1,5202047945","250,667","246,561","249,829","1,94"
"55,2","16,98","3351,95","559,326","394,922","10,0829","1,69634","248,511","251,851","251,675","1,11"
"45,38","30,9","673,2546754069","350,1933272324","408,3563424658","9,94267","1,5201913741","300,59","296,467","297,394","1,09"
"64,03","6,26","3721,47","504,009","397,351","9,61161","1,69244","248,413","248,835","250,042","2,865802869"
"57,46","10,8","4045,15","568,565","399,071","10,3353","1,68994","249,981","249,533","250,001","2,21"
"55,21","16,62","915,7565","398,82","393,108","9,98805","1,70203","300,021","301,692","297,154","1,11"
"64,03","6,26","640,861668186","390,7464579977","398,8546255814","10,0328","1,5210200245","300,28","249,622","299,927","3,36"
"58,81","7,44","1299,2025","536,639","378,422","9,26485","1,71254","299,86","304,733","299,268","0,84"
"53,88","17,51","4327,43","554,009","398,28","9,75015","1,72686","300,274","297,965","298,4","1,8"
"48,52","26,91","3319,13","425,284","400,067","10,2082","1,7015","299,896","298,169","299,096","1,36"
"54,57","17,02","3073,64","442,385","398,331","9,37532","1,6896","299,884","302,63","300,498","2,19"
"64,03","6,26","2834,49","498,987","401,175","9,74319","1,62851","299,921","309,135","301,809","1,16"
"64,03","6,26","4200,39","362,465","400,829","10,0951","1,58136","299,722","300,67","301,143","1,18"
"53,64","19,08","1905,79","478,958","397,902","9,58347","1,71064","300,049","298,755","300,365","1,36"
"48,81","25,31","2265,43","606,234","379,081","10,3928","1,76867","299,769","294,465","299,181","1,92"
