age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33,services,single,basic.6y,unknown,no,no,cellular,may,wed,74,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,108,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,339,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
55,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
55,entrepreneur,married,university.degree,no,no,no,cellular,nov,fri,252,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,technician,married,professional.course,no,no,no,telephone,may,mon,157,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,194,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
46,services,married,high.school,no,no,no,cellular,apr,mon,124,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29,technician,single,professional.course,no,yes,no,cellular,jun,wed,226,2,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,yes
40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
52,blue-collar,unknown,basic.4y,no,no,no,cellular,may,thu,1180,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
32,technician,single,professional.course,no,yes,no,cellular,jul,thu,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
58,services,married,high.school,unknown,no,no,cellular,jul,thu,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
58,admin.,married,unknown,unknown,yes,no,telephone,jun,fri,158,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
55,unknown,married,unknown,unknown,no,no,telephone,may,fri,319,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
36,self-employed,divorced,professional.course,no,yes,no,cellular,aug,wed,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57,management,married,professional.course,unknown,yes,no,telephone,may,tue,699,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,256,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
45,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,150,1,3,2,success,-2.9,92.201,-31.4,0.879,5076.2,no
29,services,married,basic.9y,no,yes,no,telephone,may,mon,238,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
36,management,married,university.degree,no,no,no,cellular,aug,mon,1225,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
37,admin.,married,high.school,no,no,no,cellular,jun,wed,671,3,999,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,yes
27,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,192,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,yes
50,admin.,married,university.degree,no,no,no,cellular,nov,mon,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
36,admin.,married,university.degree,no,yes,no,cellular,aug,wed,134,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
26,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,108,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
43,technician,single,high.school,no,no,no,telephone,jun,mon,153,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
34,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,249,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
60,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,190,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
40,management,married,university.degree,no,yes,no,cellular,nov,fri,401,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
25,self-employed,divorced,university.degree,no,yes,no,telephone,apr,mon,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,admin.,single,university.degree,no,no,no,cellular,apr,mon,164,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37,management,married,university.degree,no,yes,no,cellular,aug,wed,54,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
37,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,226,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,admin.,married,university.degree,no,no,no,cellular,may,fri,247,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
43,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,377,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,management,married,high.school,no,yes,yes,telephone,may,tue,52,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,780,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,entrepreneur,single,basic.6y,unknown,yes,yes,telephone,jun,fri,8,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,admin.,married,university.degree,no,no,no,cellular,aug,mon,119,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,technician,married,professional.course,no,yes,no,cellular,aug,tue,425,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
45,management,married,high.school,unknown,no,no,cellular,jul,wed,94,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,174,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
54,unemployed,married,high.school,unknown,no,no,telephone,jul,tue,28,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,57,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
64,unknown,married,unknown,no,yes,yes,cellular,aug,thu,219,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
31,management,married,university.degree,no,no,no,cellular,aug,mon,154,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,admin.,married,unknown,no,no,no,cellular,apr,wed,387,2,999,0,nonexistent,-1.8,93.749,-34.6,0.654,5008.7,yes
53,housemaid,married,basic.4y,unknown,yes,no,telephone,aug,thu,51,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
40,admin.,married,high.school,no,no,no,telephone,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
49,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,238,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
27,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,married,university.degree,no,no,no,cellular,jul,thu,652,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
48,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,485,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,299,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
44,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,919,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
52,technician,married,unknown,unknown,yes,no,telephone,may,fri,553,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41,blue-collar,married,unknown,no,no,yes,cellular,may,thu,373,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
29,admin.,married,university.degree,no,yes,yes,cellular,jul,thu,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,70,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,378,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,services,married,high.school,no,yes,no,telephone,may,tue,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
59,blue-collar,married,basic.4y,no,no,no,cellular,mar,tue,237,3,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,yes
60,retired,married,high.school,no,unknown,unknown,cellular,aug,wed,590,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47,housemaid,married,basic.9y,no,yes,no,cellular,dec,thu,155,1,999,1,failure,-3.0,92.713,-33.0,0.712,5023.5,no
59,retired,single,professional.course,unknown,yes,no,cellular,jul,thu,306,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,792,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
41,admin.,married,high.school,no,yes,no,telephone,may,thu,317,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
39,technician,single,university.degree,unknown,no,yes,cellular,oct,fri,125,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
27,blue-collar,single,professional.course,no,yes,no,telephone,oct,mon,3284,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,no
31,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,414,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
35,admin.,married,high.school,no,yes,yes,cellular,jun,tue,444,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,no
37,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,services,married,high.school,no,no,no,telephone,may,tue,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,358,2,999,0,nonexistent,-1.8,93.749,-34.6,0.635,5008.7,yes
24,admin.,single,high.school,no,yes,no,cellular,jul,thu,725,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
41,technician,married,professional.course,no,no,no,cellular,aug,tue,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
45,admin.,single,high.school,no,no,no,telephone,jun,wed,192,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,217,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,admin.,married,professional.course,no,yes,no,telephone,jun,thu,193,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,admin.,married,high.school,unknown,no,no,telephone,jun,fri,23,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
25,student,single,unknown,unknown,yes,no,cellular,aug,fri,121,1,15,2,failure,-2.9,92.201,-31.4,0.825,5076.2,no
32,technician,single,university.degree,no,no,no,telephone,may,fri,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,223,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
47,technician,married,professional.course,no,yes,no,cellular,aug,thu,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,technician,single,university.degree,no,yes,no,cellular,aug,tue,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,management,single,university.degree,no,no,no,telephone,may,fri,81,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,123,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,378,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
56,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,133,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40,services,single,high.school,no,no,no,telephone,jun,tue,420,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,104,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
43,management,married,basic.9y,no,no,no,cellular,jul,tue,217,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,274,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,admin.,single,high.school,unknown,no,no,telephone,jun,wed,213,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
58,services,married,high.school,no,no,no,cellular,jul,fri,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,services,single,high.school,no,no,no,cellular,apr,wed,134,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
41,admin.,married,university.degree,no,no,no,cellular,nov,wed,392,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
33,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,387,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27,student,single,high.school,no,yes,no,cellular,dec,tue,396,1,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,no
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,256,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
48,blue-collar,single,basic.6y,unknown,no,no,telephone,may,fri,148,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
58,self-employed,married,university.degree,no,no,no,cellular,aug,tue,326,4,6,3,success,-1.7,94.027,-38.3,0.895,4991.6,yes
30,technician,married,high.school,no,yes,no,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,blue-collar,married,high.school,unknown,no,yes,telephone,may,mon,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,250,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,104,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,services,married,high.school,unknown,no,no,telephone,may,thu,203,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,single,university.degree,no,no,no,telephone,may,mon,470,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
29,admin.,single,university.degree,no,no,yes,cellular,aug,mon,146,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,143,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
43,admin.,married,high.school,no,yes,no,telephone,jun,tue,282,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
53,blue-collar,divorced,basic.6y,no,yes,no,telephone,nov,wed,95,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
40,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,43,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28,technician,single,high.school,no,yes,no,cellular,may,mon,134,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
42,admin.,married,high.school,no,no,no,cellular,jul,mon,110,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,married,basic.4y,no,yes,yes,telephone,jul,thu,119,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
55,unknown,married,basic.4y,no,yes,no,cellular,jul,thu,1298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
56,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,289,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,yes
40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,527,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
51,technician,married,professional.course,no,no,yes,telephone,jun,mon,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
37,admin.,divorced,high.school,no,yes,no,telephone,jun,fri,7,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,admin.,divorced,university.degree,no,yes,no,telephone,jul,tue,399,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,technician,married,professional.course,no,no,no,telephone,jun,thu,96,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,technician,single,professional.course,no,yes,no,telephone,may,tue,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36,services,married,high.school,no,no,no,cellular,may,thu,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,technician,single,professional.course,no,yes,no,cellular,aug,mon,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
37,services,married,professional.course,unknown,no,no,telephone,may,thu,125,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,services,single,basic.9y,no,no,no,telephone,may,thu,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
47,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,288,1,10,2,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
34,blue-collar,married,university.degree,no,yes,yes,cellular,may,fri,183,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,439,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
44,unemployed,married,professional.course,unknown,no,no,cellular,aug,thu,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
47,retired,married,basic.4y,no,no,no,telephone,jul,tue,484,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
37,services,married,high.school,no,no,no,cellular,may,tue,378,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
54,management,married,university.degree,no,no,no,cellular,aug,wed,561,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
46,admin.,married,university.degree,no,no,no,telephone,may,thu,68,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34,technician,married,professional.course,no,yes,yes,telephone,may,fri,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
27,admin.,married,university.degree,no,unknown,unknown,telephone,jun,thu,240,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,services,married,high.school,no,yes,no,telephone,may,tue,276,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
47,admin.,married,university.degree,unknown,no,yes,telephone,may,tue,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,542,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
54,housemaid,married,basic.4y,no,yes,no,cellular,aug,tue,133,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,technician,single,high.school,no,yes,no,cellular,may,thu,208,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
31,admin.,married,university.degree,no,no,yes,cellular,aug,mon,35,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,admin.,single,university.degree,no,yes,no,cellular,nov,wed,473,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,98,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
31,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,367,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,165,1,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,no
54,self-employed,married,professional.course,no,no,no,cellular,aug,fri,309,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
40,admin.,single,high.school,unknown,no,no,telephone,jun,mon,349,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
40,unemployed,divorced,university.degree,no,no,no,cellular,jul,wed,161,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,married,university.degree,no,yes,no,cellular,aug,wed,138,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47,admin.,married,basic.4y,no,no,no,telephone,may,thu,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
49,technician,married,professional.course,unknown,yes,no,telephone,may,mon,95,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
61,retired,married,high.school,no,no,no,telephone,oct,tue,515,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
38,technician,single,professional.course,no,yes,no,cellular,sep,thu,284,3,22,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
45,technician,married,professional.course,no,yes,no,cellular,jul,wed,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,technician,divorced,professional.course,no,no,no,cellular,apr,fri,579,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
34,housemaid,divorced,university.degree,no,unknown,unknown,cellular,apr,fri,182,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
32,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,34,11,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
42,services,married,professional.course,no,no,no,telephone,jun,fri,24,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,admin.,single,professional.course,no,yes,no,cellular,mar,tue,159,2,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,no
42,admin.,married,university.degree,no,yes,no,cellular,jun,thu,156,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
36,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,50,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
35,technician,married,professional.course,no,yes,no,telephone,jun,fri,74,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38,technician,single,professional.course,no,yes,yes,cellular,may,mon,15,9,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
34,blue-collar,single,high.school,no,no,no,cellular,may,wed,103,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
56,technician,married,professional.course,unknown,no,yes,telephone,may,mon,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40,management,married,high.school,unknown,yes,no,cellular,aug,tue,236,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
53,unemployed,married,basic.9y,unknown,no,no,cellular,may,tue,205,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,69,14,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,admin.,married,high.school,no,no,no,telephone,jun,mon,255,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,blue-collar,married,high.school,unknown,yes,yes,cellular,may,wed,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40,self-employed,married,unknown,unknown,yes,no,telephone,jul,mon,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,admin.,divorced,university.degree,no,yes,no,cellular,oct,wed,164,2,6,2,success,-3.4,92.431,-26.9,0.735,5017.5,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,technician,divorced,professional.course,no,yes,no,cellular,jul,thu,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,26,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
27,technician,married,professional.course,no,yes,no,cellular,jul,thu,347,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,single,professional.course,no,no,no,cellular,jun,thu,137,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,112,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,admin.,married,high.school,unknown,no,no,cellular,may,mon,547,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
56,management,married,basic.9y,no,yes,yes,cellular,nov,fri,62,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
45,admin.,married,high.school,no,no,no,cellular,aug,thu,52,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,140,10,999,0,nonexistent,-1.8,92.843,-50.0,1.602,5099.1,no
32,housemaid,single,university.degree,unknown,yes,no,cellular,jul,tue,71,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,tue,314,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
58,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,437,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,retired,married,basic.4y,no,no,no,telephone,jun,fri,407,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39,housemaid,married,professional.course,no,no,no,cellular,aug,fri,158,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55,admin.,married,basic.9y,unknown,no,yes,telephone,may,thu,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,management,married,university.degree,no,yes,no,cellular,nov,fri,237,2,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,yes
30,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,313,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
